name,logo,location,city,company,address,contact,area,price,type,img_url,description,url_website,latitude,longitude
Aquanova,https://www.estrenarvivienda.com/sites/default/files/node-project/field-project-logo/logo-aquanova.jpg,Ciudad Mallorquin,Puerto Colombia,Marval,Calle 100 con carrera 52 esquina,(607) 633 3987,46.99,175500000,VIP,https://marval.com.co/wp-content/uploads/2022/12/marval-galeria-aquanova-01.jpg,"El proyecto Aquanova, es un conjunto tipo VIS se encuentra ubicado en el desarrollo urbanístico Ciudad Mallorquín, en el municipio de Puerto Colombia al noroccidente del departamento del Atlántico. Este proyecto está próximo a grandes hitos urbanos como la Universidad del Norte, el Colegio Parrish y el Hotel Marriot, además de vías importantes como la Carrera 53 y la Av. Olaya Herrera. Ciudad Mallorquín está ubicado estratégicamente en una de las principales zonas de desarrollo del Municipio de Puerto Colombia. Plantea la construcción de un parque urbano que se convertirá en el pulmón verde del nuevo sector, donde su principio fundamental es la conservación del entorno natural existente. Se complementará con ciclovías y amplios andenes que promueven una movilidad sostenible.",https://marval.com.co/proyecto/aquanova/,11.0215433,-74.8444519
Puerta Dorada Cristalina,https://www.estrenarvivienda.com/sites/default/files/node-project/field-project-logo/logo-puerta-dorada-cistalina.jpg,Puerta Dorada,Barranquilla,Marval,Calle 100 # 18 sur - 100,(607) 633 3987,70.30,195000000,VIP,https://marval.com.co/wp-content/uploads/2022/12/puerta-dorada-cristalina-marval-20240220-galeria-1.jpg,"El proyecto Cristalina se encuentra ubicado en el desarrollo urbanístico de Puerta Dorada. Es un conjunto de viviendas tipo VIS. Alrededor de un sector de gran desarrollo urbanístico con parques de cesión pública y vías de perfil generoso. Ideal para la comodidad, el confort y el disfrute de sus habitantes. Puerta Dorada consta de 17 torres de 11 pisos cada una y cuatro apartamentos por piso para un total de 748 apartamentos, con áreas de 57,71m² y 70,30m². Cuenta con un total de 298 estacionamientos para vehículos (191 residentes y 107 visitantes) y 125 estacionamientos para motos, localizados en un edificio de parqueaderos de cuatro pisos y otra parte en superficie. Cuenta con dos acceso peatonales y un completo equipamiento comunal.",https://marval.com.co/proyecto/cristalina/,10.9273232,-74.83232939999999
Puerta Dorada Marisma,https://www.estrenarvivienda.com/sites/default/files/node-project/field-project-logo/puerta-dorada-marismalogo.jpg,Puerta Dorada,Barranquilla,Marval,Calle 100 # 18 sur - 100,(607) 633 3987,54.74,198296000,VIP,https://marval.com.co/wp-content/uploads/2022/12/marval-puerta-dorada-marisma-galeria-20240220-1.jpg,"Puerta Dorada es la NUEVA Barranquilla. Puerta Dorada se desarrolla en el área metropolitana de Barranquilla, en uno de los sectores de mayor proyección, crecimiento y valorización del Caribe Colombiano. Este lugar cuenta con un área de 60 hectáreas cuyo desarrollo urbanístico integrará 10.000 soluciones de vivienda social construidas, 4 parques, grandes zonas verdes y recreativas.",https://marval.com.co/proyecto/marisma/,10.9231241,-74.8306345
La Plazuela,https://www.estrenarvivienda.com/sites/default/files/node-project/field-project-logo/logo100estrenarvivienda_65.jpg,La plazuela,Barranquilla,Marval,Calle 53 con Carrera 54 esquina,(607) 633 3987,69.03,373058000,VIP,https://marval.com.co/wp-content/uploads/2023/05/marval-mapa-LA-PLAZUELA.png,"Un proyecto diseñado con las ventajas de tenerlo todo alrededor. 732 apartamentos construidos con características que encierran una distribución ideal, exclusivas zonas de bienestar y una torre con 732 parqueaderos privados y 146 estacionamientos para visitantes. Vías de acceso principales que favorecen tu movilidad: Calle 53 entre carrera 44 y 45. El proyecto está diseñado con las ventajas de tenerlo todo a su alrededor, cuenta con características que encierran una distribución ideal y exclusiva en todas sus zonas y espacios que brindan confort y bienestar para toda tu familia. Su zona social cuenta con gimnasio, juegos infantiles, piscina familiar, salón de eventos, zonas verdes, entre otras amenidades que te regalarán nuevas experiencias. Su ubicación es céntrica. Sitios de interés cercanos: – Homecenter – Plaza de la Paz – C.C. Portal del Prado – Colegio María Auxiliadora – Universidad Libre – Universidad Santo Tomás – Catedral Metropolitana María Reina de Barranquilla – Estación La Catedral de Transmetro",https://marval.com.co/proyecto/la-plazuela/,10.9874395,-74.78912749999999
Altos del Parque,https://marval.com.co/wp-content/uploads/2022/03/Grupo-429.png,Miramar,Barranquilla,Marval,Calle 100 con Transversal 43C esquina,(607) 633 3987,85.97,438952000,VIP,https://marval.com.co/wp-content/uploads/2022/12/Mapa-Barranquilla-Altos-Del-Parque.png,"Altos del Parque está ubicado en Villa Carolina, una zona con excelente valorización y desarrollo. Sus cómodas vías de acceso hacen que su ubicación residencial sea la ideal para que disfrutes de todos los beneficios que ofrece a su alrededor, estarás cerca al Servicio de Transmetro, a Homecenter y a los centros comerciales Buena Vista y Villa Carolina. Los espacios, áreas y sus diferentes zonas están diseñadas para brindarte comodidad y exclusividad. Disfrutarás de gimnasio, juegos infantiles, kiosko social, piscinas, parqueadero y zonas verdes. Sin duda estos espacios serán ideales para tu familia.",https://marval.com.co/proyecto/altos-del-parque/,11.0203271,-74.817781
Vallarta,https://www.estrenarvivienda.com/sites/default/files/node-project/field-project-logo/logo100estrenarvivienda_67.jpg,Barrio La Castellana,Barranquilla,Marval,Calle 100 con carrera 52 esquina,(607) 633 3987,120.46,872985000,VIP,https://marval.com.co/wp-content/uploads/2022/12/marval-galeria-20240503-vallarta-2.webp,"El clima cálido y la alegría de la gente de Barranquilla nos inspiró para construir, el más ambicioso proyecto en el sector de Buenavista.En Vallarta el diseño arquitectónico impecable se suma a su gran ubicación, la cercanía con los centros comerciales más importantes de la ciudad y la excelente infraestructura vial, que lo convierten en el lugar ideal para vivir.Vallarta es la decisión correcta para quienes encuentran en la diversión sin límites un sinónimo de buen gusto.",https://marval.com.co/proyecto/vallarta/,11.0121335,-74.8297209
Riverside,https://www.estrenarvivienda.com/sites/default/files/node-project/field-project-logo/logo-riserside.jpg,Barrio La Castellana,Barranquilla,Marval,Calle 100 con carrera 52 esquina,(607) 633 3987,80.28,515003000,VIP,https://marval.com.co/wp-content/uploads/2022/12/riverside-20240422-galeria-1.webp,"Reunir la naturaleza y la tranquilidad en un solo lugar, es construir el espacio ideal para vivir en armonía total. Por eso, elegir Riverside, es elegir el balance entre comodidad y exclusividad. Aquí, tu vecino preferido será el río, tu plan favorito será el descanso, tu despertador será el trinar de las aves y la conexión será con lo natural. Ubicado en el plan zonal Ríomar, sector Lago Alto, al noroccidente de la ciudad de Barranquilla, Riverside hace parte de un gran desarrollo urbano, que contempla actividades comerciales, residenciales, deportivas, recreativas e institucionales.",https://marval.com.co/proyecto/riverside/,11.0121335,-74.8297209
Bolonia,https://www.estrenarvivienda.com/sites/default/files/node-project/field-project-logo/logo100estrenarvivienda_68.jpg,Miramar,Barranquilla,Marval,Calle 100 con Transversal 43C esquina,(607) 633 3987,97.27,503376000,VIP,https://marval.com.co/wp-content/uploads/2022/10/marval-galeria-miramar-bolonia-20231010-1.jpg,"Bolonia está localizado en Miramar, lugar donde se desarrolla la Barranquilla moderna. Este complejo residencial te ofrece todas las comodidades y espacios para que tú y tu familia se den el lujo de vivir las experiencias más enriquecedoras. Sus zonas sociales cuentan con ciclo ruta, guardería, gimnasio, piscinas, sala de negocios, teatrino, turco, zona canica y otras amenidades que te brindarán grandes recuerdos con tu familia. Sitios de interés cercanos: – C.C. Buenavista – Gimnasio Bodytech – Servicio de Transmetro – Alkosto – C.C. Mirarmar – Homecenter – Universidad Autónoma del Caribe – Makro",https://marval.com.co/proyecto/bolonia/,11.0031109,-74.8346296
Firenze,https://www.estrenarvivienda.com/sites/default/files/node-project/field-project-logo/logo100estrenarvivienda_69.jpg,Miramar,Barranquilla,Marval,Calle 100 con Transversal 43C esquina,(607) 633 3987,48.10,195000000,VIP,https://marval.com.co/wp-content/uploads/2022/10/Lobby_Baja-firenze-marval-1-1170x785.jpg,"Firenze se encuentra estratégicamente ubicado en Miramar, el lugar donde se desarrolla la Barranquilla moderna. Aquí tu inversión crece mientras disfrutas increíbles zonas sociales, así como resulta muy práctico movilizarse a cualquier punto de la ciudad. Vías de acceso principales que favorecen tu movilidad: Avenida Olaya Herrera, calle 100, transversal 43A, 43B y prolongación de la carrera 43 que tendrá conexión con la circunvalar. Sitios de interés cercanos: – C.C. Buenavista – C.C. Miramar – Gimnasio Bodytech – Aeropuerto Ernesto Cortissoz – Servicio de Transmetro – Alkosto – Homecenter – Universidad Autónoma del Caribe",https://marval.com.co/proyecto/firenze/,10.9992728,-74.83550869999999
Napoli,https://www.estrenarvivienda.com/sites/default/files/node-project/field-project-logo/logo100estrenarvivienda_64.jpg,Miramar,Barranquilla,Marval,Calle 100 con Transversal 43C esquina,(607) 633 3987,57.40,268672000,VIP,https://marval.com.co/wp-content/uploads/2022/10/Napoli_Acceso.jpg,"Napoli se encuentra en el sector de Miramar, lugar donde se desarrolla la Barranquilla moderna. Con espacios dedicados al esparcimiento y entretenimiento. Su completo equipamiento comunal, zonas verdes, recreativas y zonas de servicios generales te brindan un concepto de vivienda competitiva y asequible dentro del sector. Disfrutarás tu hogar mientras crece tu inversión. Sus vías principales de acceso favorecen tu movilidad: Avenida. Olaya Herrera, calle 100, transversal 43ª, 43B y prolongación de la carrera 43 que tendrá conexión con la circunvalar. Sitios de interés cercanos: – C.C. Buenavista – C.C. Miramar – Gimnasio Bodytech – Aeropuerto Ernesto Cortissoz – Servicio de Transmetro – Alkosto – Homecenter – Universidad Autónoma del Caribe",https://marval.com.co/proyecto/napoli/,11.0053435,-74.8379393
Puerta Dorada Arrecife,https://www.estrenarvivienda.com/sites/default/files/node-project/field-project-logo/puerta-dorada-arrecofe-logo.jpg,Puerta Dorada,Barranquilla,Marval,Calle 100 # 18 sur - 100,(607) 633 3987,49.44,175500000,VIP,https://marval.com.co/wp-content/uploads/2022/10/marval-galeria-puerta-dorada-arrecife-20240125-1.jpg,"En la búsqueda permanente de lograr mejoras en nuestros proyectos, se determinó reubicar el proyecto Arrecife en un terreno de mayor área que pudiera ofrecer mejores características urbanísticas y arquitectónicas que pretenden consolidar Puerta Dorada Arrecife como un proyecto representativo de ciudad Puerta Dorada. Estas mejoras, son pensadas en pro de tu comodidad; buscando siempre un beneficio para toda tu familia. Además de encontrarse en un sector de gran desarrollo urbano, con parques de cesión pública, vías de perfil generoso y gran potencial de valorización, busca la comodidad, el confort y el disfrute de sus habitantes. Consta de 1002 apartamentos en 25 torres, 16 torres de 5 pisos, y 9 torres de 11 pisos. Cuenta con 295 estacionamientos comunales (1 cada 4 viviendas) y 143 estacionamientos para visitantes (1 cada 7 viviendas), 14 estacionamientos para discapacitados, 31 parqueaderos para motos y 84 parqueaderos para bicicletas.",https://marval.com.co/proyecto/puerta-dorada-arrecife/,10.9236929,-74.8296238
Puerta Dorada El Lago,https://marval.com.co/wp-content/uploads/2022/03/Grupo-429.png,Puerta Dorada,Barranquilla,Marval,Calle 100 # 18 sur - 101,(607) 633 3987,68.92,195000000,VIP,https://marval.com.co/wp-content/uploads/2022/10/marval-galeria-puerta-dorada-el-lago-20240125-1.jpg,"El Lago es un proyecto de Vivienda de Interés Social (VIS) que hace parte de Ciudad Puerta Dorada, la nueva Barranquilla, ubicado sobre la Avenida Circunvalar con un completo desarrollo urbanístico. El Lago te brinda la oportunidad de compartir los mejores momentos con tu familia, por eso sus espacios están pensados para acoger cómodamente y que puedas disfrutar de unas zonas sociales completas, que incluyen juegos infantiles, piscinas para toda la familia y parqueadero comunal. Sin duda este proyecto con excelente ubicación es ideal para ti.",https://marval.com.co/proyecto/puerta-dorada-el-lago/,10.9262696,-74.83248669999999
Puerta Dorada La Isla,https://marval.com.co/wp-content/uploads/2022/03/Grupo-429.png,Puerta Dorada,Barranquilla,Marval,Calle 100 # 18 sur - 102,(607) 633 3987,59.21,195000000,VIP,https://marval.com.co/wp-content/uploads/2022/10/marval-galeria-puerta-dorada-la-isla-20240125-1.jpg,"Puerta Dorada se desarrolla en el área metropolitana de Barranquilla, en uno de los sectores de mayor proyección, crecimiento y valorización del Caribe Colombiano. Este lugar cuenta con un área de 60 hectáreas cuyo desarrollo urbanístico integrará 10.000 soluciones de vivienda social construidas, 4 parques, grandes zonas verdes y recreativas. Este será el proyecto de Mi Casa Ya más grande del país para vivienda social. Un lugar que se convertirá en la oportunidad insuperable para comprar vivienda. Puerta Dorada es la NUEVA Barranquilla. La Isla, el lugar para invertir en la vivienda que sueñas para tu familia, y vivir en la nueva Barranquilla, moderna y creciente.",https://marval.com.co/proyecto/puerta-dorada-la-isla/,10.9262429,-74.83280069999999
Puerta Dorada La Bahía,https://www.estrenarvivienda.com/sites/default/files/node-project/field-project-logo/logo100estrenarvivienda_60.jpg,Puerta Dorada,Barranquilla,Marval,Calle 100 # 18 sur - 103,(607) 633 3987,72.94,210623000,VIP,https://marval.com.co/wp-content/uploads/2022/10/marval-galeria-puerta-dorada-la-bahia-20240126-1.jpg,"Puerta Dorada se desarrolla en el área metropolitana de Barranquilla, en uno de los sectores de mayor proyección, crecimiento y valorización del Caribe Colombiano. Este lugar cuenta con un área de 60 hectáreas cuyo desarrollo urbanístico integrará 10.000 soluciones de vivienda social construidas, 4 parques, grandes zonas verdes y recreativas. Este será el proyecto de Mi Casa Ya más grande del país para vivienda social. Un lugar que se convertirá en la oportunidad insuperable para comprar vivienda. Puerta Dorada es la NUEVA Barranquilla. La Bahía, es un conjunto de apartamentos donde encontrarás áreas con todos aquellos beneficios que siempre soñaste para tu familia, múltiples ventajas por ubicación, movilidad y alternativas para complementar tu vida.",https://marval.com.co/proyecto/puerta-dorada-la-bahia/,10.9261057,-74.8312618
Almería I Apartamentos,https://arenasinmobiliaria.co/wp-content/uploads/2023/11/LOGO_81_ANIOS_BLACK_1.webp,Andalucía,Barranquilla,Arenas inmobiliarias,Sevilla Real  Cra 22 sur Con calle 80BarranquillaColombia.,3175860047,46,114500000,VIS,https://arenasinmobiliaria.co/wp-content/uploads/2024/04/almeria8_8_11zon_8_11zon.webp,"El proyecto Almería se encuentra ubicado en la Urbanización Andalucía, en el suroccidente de Barranquilla, cerca a vías principales como la Circunvalar, Los Almendros, a 10 min. del Estadio Metropolitano.",https://arenasinmobiliaria.co/proyecto/proyecto-almeria/,11.0213243,-74.8441003
Las Acacias Casas,https://arenasinmobiliaria.co/wp-content/uploads/2023/11/LOGO_81_ANIOS_BLACK_1.webp,P.R. Nuestro Atlántico,Soledad,Arenas inmobiliarias,no found,310 8228289,64,174000000,VIS,https://arenasinmobiliaria.co/wp-content/uploads/2023/03/proyecto_las-acacias-arquitectura-y-concreto-22.jpg,"Excelentes vías de acceso, transporte público cercano. Conformado por casas de 64 m2 cada una de dos plantas con 3 habitaciones 2 baños , sala comedor cocina y patio. El conjunto cuenta con piscina para adultos, piscina para niños, parque infantil, salón social, BBQ, zonas verdes, porteria y parqueaderos. Aplica al subsidio del gobierno “MI CASA YA”. Fiducia con Alianza fiduciaria. ¡ENTREGA INMEDIATA!",https://arenasinmobiliaria.co/proyecto/las-acacias-casas/,10.9171191,-74.79915059999999
Ibaia Apartamentos,https://arenasinmobiliaria.co/wp-content/uploads/2023/11/LOGO_81_ANIOS_BLACK_1.webp,Ciudad Jardín,Barranquilla,Arenas inmobiliarias,Parque Sagrado CorazónCalle 82 # 42F – Esq.BarranquillaColombia.,3167805830,80.8,414438544,NO VIS,https://arenasinmobiliaria.co/wp-content/uploads/2023/12/fachada-IBAIA.webp,"No importa la etapa de vida en la que estés, Ibaia Apartamentos es el lugar perfecto ti. Ideal para comenzar una nueva vida juntos, para las familias que buscan crear recuerdos inolvidables, para los solteros viajeros, o los que quieren disfrutar sus años dorados en medio de la tranquilidad pero cerca de todo.",https://arenasinmobiliaria.co/proyecto/ibaia-apartamentos/,10.9960896,-74.8185452
Acuarela del Río,https://arenasinmobiliaria.co/wp-content/uploads/2023/11/LOGO_81_ANIOS_BLACK_1.webp,Malecón del río,Barranquilla,Arenas inmobiliarias,Cra 66b # 66 – Esq.BarranquillaColombia.,3104404423,68,397085410,NO VIS,https://arenasinmobiliaria.co/wp-content/uploads/2023/01/ACUARELA-9.jpg,"Acuarela del Río, es un conjunto cerrado de apartamentos ubicado en una zona de alta valorización cerca del gran Malecón del río. Cerca de supermercados, centros comerciales, parques, iglesias, universidades y con vías de fácil acceso. Cuenta con cancha multijuegos, pista agility mascotas, juegos infantiles, zona para yoga, piscina adultos y niños, gimnasio, sauna, baño turco, salón social, zona BBQ, sendero peatonal y mucho más. Apartamentos de 2 y 3 alcobas.",https://arenasinmobiliaria.co/proyecto/acuarela-del-rio/,11.0025368,-74.79052829999999
Guayacanes Aptos,https://arenasinmobiliaria.co/wp-content/uploads/2023/11/LOGO_81_ANIOS_BLACK_1.webp,P.R. Nuestro Atlántico,Soledad,Arenas inmobiliarias,Centro Comercial Nuestro AtlánticoSoledadAtlánticoColombia.,3108228289,51,156000000,VIS,https://arenasinmobiliaria.co/wp-content/uploads/2023/01/GUAYACANES_APTOS-6-1.jpg,"Guayacanes Apartamentos es un proyecto VIS ubicado en Soledad, Atlántico que hace parte del Parque Residencial Nuestro Atlántico. Aquí encontrarás casas VIS en un conjunto residencial cerrado con excelentes zonas comunes para toda la familia, lo que lo hace el proyecto perfecto para hacer realidad tu sueño de tener vivienda propia.",https://arenasinmobiliaria.co/proyecto/guayacanes-apartamentos/,10.9052929,-74.8013114
Catleya - Aromanzza,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/logo-aromanza-web-jpg.jpg,Norte - Sector Buenavista,Barranquilla,Bolivar,Carrera 65 A # 99 c Esquina,(+57) 3103157550,51,195000000,NO VIS,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/tarjeta-clateya-constructora-bolivar.jpg,"Catleya de Aromanzza es nuestro proyecto de apartamentos en conjunto cerrado ubicado en el sector de Buenavista al norte de Barranquilla. Disfruta en familia de variedad de zonas sociales como piscina para adultos y para niños, salón de juegos, gimnasio, salón de niños, terraza BBQ y más.",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/catleya-aromanzza,11.0238234,-74.8151512
Búho - Alameda del Río,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/logo-buho-alameda.jpg,Norte - Alameda del Río,Barranquilla,Bolivar,Av. Circunvalar entre carreras 38 y 46 (Junto a Hyundai),(+57) 3103157550,52,195000000,VIS,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/tarjeta-buho-alameda-rio.jpg,"El sueño de tener vivienda propia lo podrás hacer realidad aquí en Búho, un proyecto de apartamentos con y sin parqueadero, conformado por torres de 12 pisos con ascensor en conjunto cerrado. Disfruta de nuestras zonas comunes pensadas para tu diversión y la de tu familia que incluye piscina para adultos y para niños, salón social, terraza con zona BBQ, gimnasio, juegos infantiles y zonas verdes. Además podrás adquirirlo con o sin subsidio de vivienda.",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/buho-alameda-del-rio,10.9961604,-74.8404779
Brisas del Parque,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/logo-brisas-del-parque.png,Norte Centro Histórico,Barranquilla,Bolivar,Carrera 65 A # 99 c Esquina,(+57) 3103157550,56.4,195000000,NO VIS,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/tarjeta-ajustada-2021.jpg,"Proyecto de apartamentos en conjunto cerrado, conformado por torres de 16 pisos con ascensor. Disfruta en Brisas del Parque de nuestras zonas comunes con piscina para adultos y niños, juegos infantiles, cancha múltiple con medidas no reglamentarias, terraza BBQ, sala premium, gimnasio, salón comunal, zonas verdes.",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/brisas-del-parque,11.0178359,-74.80102289999999
Manglar - Ciudad de Mallorquín,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/logo-manglar-constructora-bolivar.png,Norte - Puerto Colombia,Barranquilla,Bolivar,Carrera 53 # 110 Esquina. Centro Empresarial BC,(+57) 3103157550,50,175500000,NO VIS,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/tarjeta-manglar-constructora-bolivar.jpg,"Adquiere tu vivienda en Manglar, nuestra etapa de apartamentos en conjunto cerrado, conformado por torres de 12 pisos con ascensor, con diversidad de exclusivas zonas comunes como piscinas, gimnasio, coworking, canchas deportivas, terraza BBQ y salón múltiple.",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/manglar-ciudad-de-mallorquin,11.0219736,-74.84737609999999
Vibratto - Sotavento,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/vibratto-logo-constructorabolivar.png,Circunvalar - Caribe Verde,Barranquilla,Bolivar,Cra 9 g # 110 - 187. Local 26 Parque Industrial Caribe Verde,(+57) 3103157550,46,117000000,VIP,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/vista-aerea-vibratto-constructora-2023-tarjeta.jpg,"En Vibratto de Sotavento encuentra un proyecto de apartamentos en conjunto cerrado, disfruta en familia de juegos infantiles y zonas verdes, además de todas las ventajas que el Club Residencial de Sotavento tiene para ti.",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/vibratto-sotavento,10.9595813,-74.8469667
Castellana 51,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/NUEVO_Logo_Castellana51_CMYK-1_1.png,Norte - Sector Buenavista,Barranquilla,Bolivar,C.C Plaza del Parque Calle 99 No. 53 - 40,(+57) 3103157550,62.5,399520000,NO VIS,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/tarjeta-castellana51-constructora-bolivar-barranquilla_0.jpg%20%281%29.webp,"Por su exclusivo y sofisticado diseño, Castellana 51 es el lugar ideal para vivir y crear nuevos momentos únicos e inspiradores. Hemos diseñado una variedad de zonas sociales para el bienestar y diversión de toda tu familia que incluyen terrazas BBQ, gimnasio dotado, piscinas, jacuzzi, coworking, sala premium, cancha de Fútbol sin medidas reglamentarias y más.  Disfruta de su estratégica ubicación y de apartamentos con parqueadero privado, balcón y depósito.",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/castellana-51,11.0132862,-74.82746709999999
Floresta,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/logo-floresta-web.png,Sur - Calle 30,Barranquilla,Bolivar,Calle 30 (Vía aeropuerto) carrera 24 (Frente a Gecolsa),(+57) 3103157550,49,162500000,VIS,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/tarjeta-floresta-constructorabolivar.jpg,"¡Éxito en ventas! Encuentra un proyecto de apartamentos en conjunto cerrado, conformado por torres de 5 y 10 pisos. Disfruta de todas las zonas sociales que hemos diseñado para ti y tu familia como piscinas para niños y adultos, salas premium, gimnasio, zona de juegos de niños y más. Aprovecha nuestro amplio plazo de cuota inicial.",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/floresta,10.9515619,-74.78607
Malta - Ciudad Mallorquín,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/logo-malta-ciudad-mallorquin-barranquilla.png,Norte - Puerto Colombia,Barranquilla,Bolivar,Carrera 53 # 110 Esquina. Centro Empresarial BC,(+57) 3103157550,52,175500000,VIS,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/tarjeta-malta-constructorabolivar_0.webp,"¡Nueva etapa de apartamentos con subsidio en Ciudad Mallorquín! Malta es un proyecto de apartamentos en conjunto cerrado con variedad de zonas sociales como piscina para adultos y niños, coworking, gimnasio, sala premium, terrazas BBQ y mucho más. Además encuentra excelente distribución de espacios en nuestros apartamentos, ideales para vivir o invertir.",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/malta-ciudad-mallorquin,11.0245545,-74.84017539999999
