name,logo,location,city,company,address,contact,area,price,type,img_url,description,url_website,latitude,longitude
María Mulata - Alameda del Río,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/maria-mulata-logo-barranquilla-alameda.png,Norte - Alameda del Río,Barranquilla,Bolivar,Av. Circunvalar entre carreras 38 y 46 (Junto a Hyundai),(+57) 3103157550,60,195000000,VIS,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/maria-mulata-tarjeta_0.jpg,"Este es un proyecto conformado por torres de 12 pisos con ascensor. Diviértete con su gran variedad de zonas comunes que incluyen piscina para adultos y para niños, salón social, gimnasio, terraza comunal y kiosko. Aquí podrás hacer realidad tu sueño de tener vivienda propia, con o sin subsidio de vivienda.",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/alameda-del-rio-maria-mulata-0,10.9945154,-74.84895829999999
Casas de Portobelo,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/logo-casas-portobelo-constructora-bolivar-vivienda-soledad_0.png,Circunvalar - Caribe Verde,Barranquilla,Bolivar,Cra 9 g # 110 - 187. Local 26 Parque Industrial Caribe Verde,(+57) 3103157550,58,166400000,VIS,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/tarjeta-casas-portobelo_0.jpg,"Tu sueño de tener casa propia lo puedes hacer realidad aquí en Casas de Portobelo, en la urbanización de Villas de San Pablo en Barranquilla. Encuentra un proyecto de casas en conjunto cerrado y disfruta de zonas sociales como salón social, gimnasio, piscina para adultos y niños, kiosko, juegos infantiles y zonas verdes.",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/casas-de-portobelo,10.9518308,-74.8622165
Vizcaína - Aromanzza,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/Logo-Vizcaina-web.png,Norte - Sector Buenavista,Barranquilla,Bolivar,Carrera 65 A # 99 c Esquina,(+57) 3103157550,69.5,395000000,NO VIS,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/tarjeta-vizcaina-constructora-bolivar.jpg,"Vizcaína de Aromanzza es un proyecto de apartamentos en conjunto cerrado ubicado al Norte de Barranquilla en Buenavista, un sector residencial y comercial de alto desarrollo. Disfruta en familia de piscina para adultos y niños, zona BBQ, coworking, gimnasio, salón social, Kids house y más. Pregunta por los excelentes acabados que hemos diseñado para ti.",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/vizcaina-aromanzza,11.0238234,-74.8151512
Cisne - Alameda del Río,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/logo-constructorabolivar-cisne_0.png,Norte - Alameda del Río,Barranquilla,Bolivar,Av. Circunvalar entre carreras 38 y 46 (Junto a Hyundai),(+57) 3103157550,68,322020000,NO VIS,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/tarjeta-proyecto-alameda-del-rio.jpg,"Cisne de Alameda del Río es un proyecto de vivienda en Barranquilla con diseño natural y cálido, encuentra torres de 15 pisos de altura en conjunto cerrado. Pensando en todos los integrantes de la familia hemos diseñado zonas sociales como piscinas para adultos y niños, zona de juegos infantiles, zonas verdes, cancha infantil, coworking, BBQ y más.",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/cisne-alameda-del-rio,10.9961604,-74.8404779
Bonavento,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/logo-bonavento_0.png,Circunvalar - Caribe Verde,Barranquilla,Bolivar,Cra 9 g # 110 - 187. Local 26 Parque Industrial Caribe Verde,(+57) 3103157550,46,117000000,VIP,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/tarjeta-bonavento-constructora-bolivar-vivienda-barranquilla.webp,"Proyecto de apartamentos en conjunto cerrado en Caribe Verde. Bonavento te ofrece una variedad de zonas sociales que incluye gimnasio, piscinas, cancha de fútbol 5 (con medidas no reglamentarias), salas premium, zonas verdes, juegos infantiles y más. Adquiere tu apartamento con o sin subsidio de vivienda y con el respaldo que te brinda Constructora Bolívar.",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/bonavento,10.9562288,-74.837014
Mallorca - Ciudad de Mallorquín,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/logo-mallorca-web-png.png,Norte - Puerto Colombia,Barranquilla,Bolivar,Carrera 53 # 110 Esquina. Centro Empresarial BC,(+57) 3103157550,65,327801940,NO VIS,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/tarjerta-mallorca-constructorabolivar.jpg.webp,"En Mallorca de Ciudad Mallorquín encuentra un proyecto de apartamento en conjunto cerrado conformado por dos torres. Hemos diseñado para el entretenimiento y diversión de toda tu familia exclusivas zonas sociales en un edificio comunal de 3 pisos con un diseño moderno y vanguardista, disfruta de lobby de doble altura, piscina con diseño tipo playa, gimnasio, salas premium, zonas BBQ y más. Encuentra este y muchos más proyectos de vivienda en Barranquilla .",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/mallorca-ciudad-de-mallorquin,11.0255151,-74.8400936
Cardenal-Alameda del Rio,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/logo/LOGO-CARDENAL_0.png,Norte - Alameda del Río,Barranquilla,Bolivar,Av. Circunvalar entre carreras 38 y 46 (Junto a Hyundai),(+57) 3103157550,55,195000000,VIS,https://cbolivarstoragedev.blob.core.windows.net/fileslive-2023-20-11/imagenes/proyectos/imagen-destacada/Tarjeta%20home%20Cardenal%201.jpg,"Descubre Cardenal - Alameda del Río, tu nuevo hogar en Barranquilla. Torres de 15 pisos, en un conjunto cerrado con diseño moderno e innovador. Sus zonas sociales, desde coworking, piscinas, taller de bicicletas, gimnasio y más, esperan por ti, para vivir experiencias únicas. Además, encontrarás espacios para toda la familia: Playroom, Kid House y mucho más. Vive en un entorno exclusivo, Cardenal - Alameda del Río tu nuevo hogar.",https://www.constructorabolivar.com/proyectos-vivienda/barranquilla/cardenal-alameda-del-rio,10.9961604,-74.8404779
Ventura Caribe,https://cdn.constructoracolpatria.com/images/proyectos_gestor-logo-968903e6d7a99f429e3a7729d5f8e046.jpg,Caribe verde,Barranquilla,Colpatria,Cra 9G #110-187,+57 321 392 3797 - 321 345 5672 - 321 452 1163,50.54,153010000,VIS,https://cdn.constructoracolpatria.com/images/proyectos_gestor_e5c62a23010fc36bef2dbf2ae9ee24a8-d.jpg,"¡Bienvenido a Ventura Caribe, donde tus sueños de tener una vivienda propia se hacen realidad! Este proyecto de vivienda de interés social está ubicado en Caribe Verde y cuenta con una gran variedad de zonas sociales para que puedas disfrutar junto a tu familia y amigos. En Ventura Caribe podrás encontrar un lobby con sala de espera, terraza BBQ, mini cancha recreativa, espacio para gimnasio, espacio para coworking, salón social, kiosco con cocineta, piscina para adultos y piscina para niños, entre otras opciones para el entretenimiento y descanso.",https://constructoracolpatria.com/proyectos/vivienda/ventura-caribe/1579,10.9559532,-74.8446534
Villa Jardín,https://cdn.constructoracolpatria.com/images/proyectos_gestor-logo-ce778e45c0be2531cd3a440ccfbef962.jpg,Villas de San Pablo,Barranquilla,Colpatria,Calle 138 entre cr 7E y 7H,+57 321 392 3797 - 321 345 5672 - 321 452 1163,50.42,154818300,VIS,https://cdn.constructoracolpatria.com/images/proyectos_gestor_99931c9e6e3c9af90a2e269de38ee580-d.jpg,"Descubre nuestras Casas VIS en el sector Villas de San Pablo de la ciudad de Barranquilla. Visítanos en nuestra sala de ventas ubicada en el Parque Industrial Caribe Verde, en la Cra 9G # 110-187 Local 30. ¡Haz realidad el sueño de tener tu propia casa con nosotros!",https://constructoracolpatria.com/proyectos/vivienda/villa-jardin/2305,10.9587097,-74.8660641
Lanai,https://cdn.constructoracolpatria.com/images/proyectos_gestor-logo-33aaa9f83157b5c98835364c5249e05b.jpg,Ciudad Mallorquin,Puerto Colombia,Colpatria,Barranquilla Av circunvalar #54 - 98,+57 321 392 3797 - 321 345 5672 - 321 452 1163,57.60,187785000,VIS,https://cdn.constructoracolpatria.com/images/proyectos_gestor_d864bdae505dde337003abc4d9110fc5-d.jpg,"Lanai, el proyecto ideal para ti, ubicado en Puerto Colombia, Barranquilla, a solo unos pasos del parque más grande de la ciudad. Conformado por 5 torres de 17 pisos y un total de 675 apartamentos, Lanai te ofrece la oportunidad de vivir en el hogar de tus sueños. Visítanos en nuestro punto de venta en el Edificio BC Empresarial, en la CRA 53 #110 esquina Local 2, diagonal a la EDS Terpel La Castellana, y descubre todo lo que Lanai tiene para ofrecerte. ¡No esperes más para ser parte de nuestro exclusivo proyecto!",https://constructoracolpatria.com/proyectos/vivienda/lanai/1533,11.0235737,-74.84171599999999
Makani,https://cdn.constructoracolpatria.com/images/proyectos_gestor-logo-927ec4f2b4f6eac1c0b223323f34fb93.png,Puerto Colombia,Puerto Colombia,Colpatria,Av circunvalar #54 - 98,+57 321 392 3797 - 321 345 5672 - 321 452 1163,56.08,209004705,VIS,https://cdn.constructoracolpatria.com/images/proyectos_gestor_ea52c0792322656bb3aefbf6506a2e09-d.png,"MAKANI es un proyecto VIS* con una ubicación privilegiada en Puerto Colombia, Barranquilla, conformado cada uno por 5 torres de 20 pisos un total de 872 apartamentos en todo el conjunto.",https://constructoracolpatria.com/proyectos/vivienda/makani/3059,10.9913696,-74.95628669999999
Esmeralda,https://cdn.constructoracolpatria.com/images/proyectos_gestor-logo-33e04b4b553540713f81563cc166cc6c.jpg,Alameda del rio,Barranquilla,Colpatria,Avenida Circunvalar No. 43-01,+57 321 392 3797 - 321 345 5672 - 321 452 1163,76.50,375615000,NO VIS,https://cdn.constructoracolpatria.com/images/proyectos_gestor_f73909e63d9402b7fb730c8ce52aa394-d.png,"Esmeralda es el nuevo proyecto de vivienda de Constructora Colpatria que ofrece una experiencia única de bienestar y comodidad en la ciudad de Barranquilla. Ubicado estratégicamente en una de las zonas más dinámicas y en crecimiento de la ciudad, Esmeralda cuenta con amplias áreas verdes, espacios deportivos y amplias zonas comunes para todas las familias barranquilleras.",https://constructoracolpatria.com/proyectos/vivienda/esmeralda/442,10.9961604,-74.8404779
Moretti,https://cdn.constructoracolpatria.com/images/proyectos_gestor-logo-39ed5782e0e965adafa8103a2546e29b.jpg,Riomar,Barranquilla,Colpatria,Calle 98 # 71-99,+57 321 392 3797 - 321 345 5672 - 321 452 1163,64.99,409188000,NO VIS,https://cdn.constructoracolpatria.com/images/proyectos_gestor_8e2c4902ab07a0bd3d5907db9c7a6224-d.jpg,"Moretti es un proyecto de vivienda ubicado en el sector de Riomar, cuenta con una ubicación privilegiada dentro de la ciudad de Barranquilla. Nuestro proyecto te ofrece un estilo de vida único, rodeado de confort y exclusividad. Cada apartamento ha sido diseñado con acabados de alta calidad, y con la máxima atención al detalle.",https://constructoracolpatria.com/proyectos/vivienda/moretti/2972,11.0207262,-74.8064036
Missoni,https://cdn.constructoracolpatria.com/images/proyectos_gestor-logo-acee04cee08dce631fb8b2ef7cb47505.png,Riomar,Barranquilla,Colpatria,Calle 98 con Cra 71 esquina,+57 321 392 3797 - 321 345 5672 - 321 452 1163,67.24,433555000,NO VIS,https://cdn.constructoracolpatria.com/images/proyectos_gestor_60e0b22eabc8c19159d0d604d56abf53-d.jpg,"Missoni es el proyecto de vivienda que ha llegado para ofrecerte un estilo de vida único, rodeado de lujo, confort y exclusividad. Cada apartamento ha sido diseñado con la máxima atención al detalle, con acabados de alta calidad y un estilo inspirado en la moda italiana de alta costura.",https://constructoracolpatria.com/proyectos/vivienda/missoni/2341,11.0223828,-74.820679
Senza,https://conaltura.com/Archivos/logos/1852-LOGOS_WEB_Senza.png,Puerta Dorada,Barranquilla,Conaltura,"Av. Circunvalar Puerta Dorada, Barranquilla sentirdo norte/sur costado derecho del puente peatonal.",3123123869,50.5,162110000,VIS,https://conaltura.com/Archivos/sliders/1852-URBANISMO SENZA 11 - 004-01.png,"Ubicado en el area metropolitana de Barranquilla sobre la Av Circunvalar en sector de Puerta Dorada. La ruta principal para acceder al proyecto es la Avenida Circunvalar sentido norte-sur antes de la OlÃ­mpica Los Robles. Cerca al proyecto podras encontrar praximamente el Mall Plaza Dorada Centro Comercial, supermercados, comercio en general, hospitales, colegios y actualmente tiene conexian con diversos medios transporte publico que te conectan con el norte y sur de la ciudad, a sitios como: Estadio Metropolitano, Aeropuerto Ernesto Cortissoz, Parques industriales y empresariales, Centros Comerciales y el Mega Colegio las Cayenas. El proyecto esta conformado por 960 unidades en 15 torres de ocho (8) pisos y ocho (8) apartamentos por piso. Cuenta con parqueaderos comunales para todo el conjunto y desarrollado en su totalidad en cinco (5) etapas.",https://conaltura.com/proyectos-de-vivienda-nueva/senza,10.9277395,-74.8315865
Bavaro,https://conaltura.com/Archivos/logos/184-LOGOS_WEB_Bavaro.png,Caribe Verde,Barranquilla,Conaltura,Av Circunvalar- Puerta Dorada Sentido Norte/ Sur costado derecho del puente peatonal. CRA 15 SUR NÂ° 96-72 Barranquilla,3134400506,50.3,137870000,VIS,https://conaltura.com/Archivos/sliders/184-MRCD_1090 RENDERS WEB CATARA_21-10-22_V1_URBANISMO copia.png,"BAVARO es un proyecto de Viviendas de InterÃ©s Social ubicado en la ciudad de Barranquilla, en el sector de Caribe Verde, un nuevo desarrollo en Barranquilla, compuesto por conjuntos residenciales, zonas comerciales, centros empresariales, parques logÃ­sticos, parques infantiles, grandes zonas verdes y multiples vÃ­as de acceso. El sector cuenta con amplia oferta de transporte publico, colegios y centros de salud muy cercanos. Es un conjunto conformado por 960 unidades en 24 torres de 5 pisos y 8 apartamentos por piso, con parqueaderos comunales para todo el conjunto. El proyecto se desarrollara en seis (6) etapas de 160 apartamentos cada una.",https://conaltura.com/proyectos-de-vivienda-nueva/bavaro,10.9529282,-74.8601441
Catara,https://conaltura.com/Archivos/logos/1861-LOGOS_WEB_Catara.png,Ciudad mallorquin,Puerto Colombia,Conaltura,Carrera 24 # 1A - 30,3144301789 - 3116474339,55.6,186030000,VIS,https://conaltura.com/Archivos/sliders/1861-1-PORTADA.jpg,"Ubicado en el municipio de Puerto Colombia â Atlantico, contiguo a la CiÃ©naga de MallorquÃ­n zona de gran desarrollo turÃ­stico, urbano y residencial. La ruta principal para acceder al proyecto es la Carrera 53 y la futura Calle 111. Cerca al proyecto podras encontrar el futuro Ecoparque TurÃ­stico CiÃ©naga de MallorquÃ­n, el corredor universitario, zonas deportivas, Centros Comerciales, supermercados, comercio en general, hospitales, colegios, zona hotelera y actualmente tiene conexian con diversos medios de transporte publico que te conectan con el norte de la ciudad de Barranquilla, y otras vÃ­as principales que facilitan la movilidad al resto de la ciudad. El proyecto esta conformado por 1152 unidades en 9 torres de 16 pisos y 8 apartamentos por piso. Cuenta con parqueaderos comunales para todo el conjunto y desarrollado en su totalidad para dos (2) etapas.",https://conaltura.com/proyectos-de-vivienda-nueva/catara,11.0247866,-74.845345
Proyecto de Vivienda Armonía,https://viviendas.lahipotecaria.com/colombia/wp-content/uploads/2020/12/prodesa.png,ciudad de los sueños,Soledad,Prodesa,Sala de ventas: Cra. 12 calle 70 esquina barrio Manantial - Ubicación proyecto: Cra. 12 calle 70 esquina barrio Manantial,(601) 3139040/ (601) 3139040,58.7,162500000,VIS,https://api.prodesa.com/uploads/images/banner-2-2-proyecto-de-apartamentos-vis-soledad-662692d56ea44061272469.jpg,"Cumple tu sueño de tener vivienda propia viviendo en uno de los apartamentos en Soledad más grandes de la zona. En Armonía encontrarás un hogar con 3 habitaciones, espacios flexibles y acceso a subsidio. Además, disfrutarás de vivir en un proyecto de vivienda con excelentes zonas sociales con piscina.",https://prodesa.com/internaproyecto/proyecto-vivienda-armonia,10.9018044,-74.8086428
Proyecto de Vivienda Caoba,https://www.estrenarvivienda.com/sites/default/files/node-project/field-project-logo/logos_proyectos_prodesa-1-44_page-0006.jpg,san antonio,Soledad,Prodesa,Sala de ventas: Calle 68B Transversal 1 sur – 113 - Ubicación proyecto: Calle 68B Transversal 1 sur – 113,(601) 3139040/ (601) 3139040,50.7,117000000,VIP,https://api.prodesa.com/uploads/images/banner-2-2-proyecto-de-apartamentos-vis-soledad-c-66269304eacd7348474608.jpg,"Caoba es un proyecto con subsidio ubicado en Soledad, Atlántico, donde encontrarás apartamentos semiacabados con espacios flexibles y pisos 100% enchapados en cerámica, dentro de un conjunto cerrado de 27 torres con 5 pisos cada una. ¡Separa tu hogar con $300,000 y sin cuota inicial! Contamos solo con 1 etapa en venta de 8 torres",https://prodesa.com/internaproyecto/proyecto-vivienda-caoba,10.9147635,-74.7702801
Proyecto de Vivienda Brisas de San Pablo,https://villasdesanpablo.com/wp-content/uploads/2022/10/brisas-de-san-pablo-logo.png,caribe verde,Barranquilla,Prodesa,Sala de ventas: Cl. 110 # 9G Local 31 - Ubicación proyecto: Cl. 110 # 9G Local 31 - Sobre la av. Circunvalar,(601) 3139040/ (601) 3139040,45.45,125200000,VIP,https://api.prodesa.com/uploads/images/banner-2-2-sala-comedor-proyecto-de-apartamentos-vis-barranquilla-6626923c92514428824560.jpg,"¡Brisas de San Pablo Etapa ll ya es una realidad en el Caribe Verde! Conoce el proyecto de apartamentos VIP en Barranquilla, con una de las áreas más grande de la zona y destinado a hacer realidad tu sueño de tener vivienda propia. Ubicado en las proximidades de la Av. Circunvalar, este conjunto cerrado de apartamentos te brindará a ti y a tu familia la seguridad, movilidad y tranquilidad que han estado buscando. ¡Decídete por disfrutar de esta oportunidad única y deja de pagar arriendo!",https://prodesa.com/internaproyecto/proyecto-vivienda-brisas-san-pablo,10.955364,-74.8649603
Proyecto de Vivienda Pardela,https://alamedadelrio.co/wp-content/uploads/2021/10/PARDELA-200x67.png,Costa del Río,Barranquilla,Prodesa,"Sala de ventas: Av. Circunvalar  110 # 43-01 Barranquilla - Ubicación proyecto: Cl. 112 #43-112, Nte. Centro Historico, Barranquilla, Atlántico, Colombia",(601) 3139040/ (601) 3139040,58.59,250000000,NO VIS,https://api.prodesa.com/uploads/images/banner-2-2-proyecto-de-vivienda-en-barranquilla-pardela-6626920f46a46810527250.jpg,"Pardela es el proyecto de apartamentos en Barranquilla con éxito en ventas, donde contarás con excelentes zonas sociales y la mejor vista de Alameda del Río. Se encuentra ubicado sobre la avenida Circunvalar, entre las carreras 38 y 46, colindando con la nueva sede de la selección Colombia. ¡Puedes acceder a la opción de tener doble parqueadero 🚘!",https://prodesa.com/internaproyecto/proyecto-vivienda-pardela,10.9960781,-74.8417082
Parques del Trebol,https://acfsas.co/wp-content/uploads/2022/02/logo-parques-del-trebol-01.png,Parques de Soledad,Soledad,ACF,Carrera 6# 50-131,(605) 3225519,46,117000000,VIP,https://acfsas.co/wp-content/uploads/2022/02/FOTOS-CONSTRUCARIBE-DIGITAL-PROYECTOS-JUNIO-2023_Mesa-de-trabajo-1-copia-2-scaled.jpg,En Parques del Trébol está el apartamento que tanto quieres ,https://acfsas.co/proyectos/parques-del-trebol/,10.8982118,-74.7876199
Villas del encanto 2,Villas-Del-Encanto-Avance-De-Obras-1024x576.png (1024×576) (acfsas.co),Villas del encanto,Soledad,ACF,Cra. 15f #59-19,(605) 3225519,46,117000000,VIP,https://acfsas.co/wp-content/uploads/2021/12/GALERIA-3-villas-del-encanto-2.jpg,"Villas del encanto, proyecto VIP ubicado en el barrio Las Moras - Soledad. Apartamento 46mt2 área total construida.",https://acfsas.co/proyectos/villas-del-encanto-2/,10.9138678,-74.7966835
Villas del portal 3,https://acfsas.co/wp-content/uploads/2021/04/Logo-Villas-Del-Portal-3.png,Villas del encanto,Soledad,ACF,Cra. 4 #63-30,(605) 3225519,49,117000000,VIP,https://acfsas.co/wp-content/uploads/2021/04/FOTOS-CONSTRUCARIBE-DIGITAL-PROYECTOS-JUNIO-2023_Mesa-de-trabajo-1-copia-7-scaled.jpg,"Son apartamentos de 46m2 (Área total construida) los cuales están ubicados en Soledad, cuentan con amenidades hechas pensando en el beneficio de todas las familias.",https://acfsas.co/proyectos/villas-del-portal-3/,10.898647,-74.8010192
Alta Vista del Rio,https://altavistadelrio.com/wp-content/uploads/2021/03/altavista-con-franja-01.png,Rio Alto,Barranquilla,Apiros,calle 98 con carrera 72,3188267719 - 3154595888,67.06,375000000,NO VIS,https://apiros.com.co/wp-content/uploads/2022/06/Altavista-del-rio-aerea.jpg,"¡Descubre Altavista del Río, tu hogar en el corazón de la zona de mayor valorización en Barranquilla! Con una ubicación privilegiada en la zona de Río Alto y zonas comunes diseñadas para convertirse en una extensión de tu hogar. Cuenta con 308 apartamentos distribuidos en 7 torres de 11 pisos de altura que permiten disfrutar de una linda vista del Río Magdalena y la ciudad. Este proyecto cuenta con apartamentos desde los desde 67 m2 y 4 apartamentos por piso.",https://altavistadelrio.com/,11.023483,-74.8181558
El alba mallorquín,https://construcaribe.s3.amazonaws.com/c2f4397d-72dd-4b37-8afc-caa44e6a926a_LOGOELALBAENMALLORQUIN_Mesadetrabajo1copia.jpg,Ribera Mallorquín,Barranquilla,Apiros,calle 99# 53-40,3188267719 - 3154595888,58.06,187100000,VIS,https://www.estrenarvivienda.com/sites/default/files/styles/typology_view_gallery_images_style/public/node-project/field-project-images/1fotoaerea_4.jpg?itok=gvsqxa-J,"El Alba en Mallorquín es un proyecto conformado por 1.103 apartamentos distribuidos en 12 torres de 12 pisos. Ubicado en la Ribera de Mallorquín, el polo de desarrollo más importante y con mayor impacto de la ciudad de Barranquilla. Vecino de un gran ecosistema: La Ciénaga de Mallorquín. cerca de universidades, colegios y centros de comercio, rodeado de ciclo rutas, rápida valorización. Disfrutarás de zonas comunes como: Portería, gimnasio dotado, sal de trabajo colaborativo, salón de niños, 2 salones para reuniones, Senderos peatonales, 2 canchas múltiples reglamentarias, zona BBQ, 2 piscinas de adultos, piscina de niños, juegos infantiles, golosa, columpios, sube y baja, gimnasio biosaludable, parque de mascotas, juegos de mesa al aire libre, pista de triciclos.",https://elalbaenmallorquin.com/,11.0252882,-74.842255
Avivir Saia,https://apiros.com.co/wp-content/uploads/2023/05/SAIA-1.png,Ribera Mallorquín,Barranquilla,Apiros,calle 99# 53-40,3168329673,49.51,172920000,VIS,https://avivirsaia.com/wp-content/uploads/2023/06/saia-areia.webp,"El Alba en Mallorquín es un proyecto conformado por 1.103 apartamentos distribuidos en 12 torres de 12 pisos. Ubicado en la Ribera de Mallorquín, el polo de desarrollo más importante y con mayor impacto de la ciudad de Barranquilla. Vecino de un gran ecosistema: La Ciénaga de Mallorquín. cerca de universidades, colegios y centros de comercio, rodeado de ciclo rutas, rápida valorización. Disfrutarás de zonas comunes como: Portería, gimnasio dotado, sal de trabajo colaborativo, salón de niños, 2 salones para reuniones, Senderos peatonales, 2 canchas múltiples reglamentarias, zona BBQ, 2 piscinas de adultos, piscina de niños, juegos infantiles, golosa, columpios, sube y baja, gimnasio biosaludable, parque de mascotas, juegos de mesa al aire libre, pista de triciclos.",https://avivirsaia.com/,11.031098,-74.84554299999999
PortoRosso,https://vivienda.conconcreto.com/wp-content/uploads/2022/12/Logo_Portorosso.jpeg,Altos de los Rosales,Barranquilla,coconcreto,Cra. 53 detrás del Nuevo Colegio San José,3105075134,91.42,544986432,NO VIS,https://cc.portorossoapartamentos.com/wp-content/uploads/2023/10/Conconcreto-barranquilla-sunset-apartamentos-piscinas.png,"PortoRosso apartamentos es un conjunto residencial ubicado en la Urbanización Altos de los Rosales, sobre la carrera 53 detrás del Colegio San José en un sector exclusivo y de gran desarrollo inmobiliario. Cerca de excelentes colegios y universidades, centros comerciales. PortoRosso está conformado por dos torres, de 80 apartamentos cada una, 4 aptos por torre, con sistema estructural tradicional, y fachada en ladrillo a la vista con áreas desde 91m2 hasta 134.02 mts con TRES habitaciones y excelentes acabados. Ubicados frente a un parque, con una espectacular vista a la Ciénega de Mallorquín y el Mar Caribe, parqueaderos cubiertos en sótanos, depósitos en piso de apartamentos, planta eléctrica suplencia total, recepción tipo Lobby, piscina de adultos y niños, parque Infantil, cancha polideportiva, BBQ, gimnasio, Solarium y mucho más.",https://vivienda.conconcreto.com/proyectos/portorosso/,10.9584569,-74.8338985
Sunset Boulevard,https://vivienda.conconcreto.com/wp-content/uploads/2022/12/sunsetboulevard-logo.png,Portal del Genovés,Barranquilla,coconcreto,Cra 46 vía Cartagena,3104609181,93,621400000,NO VIS,https://lh3.googleusercontent.com/p/AF1QipMD7aQOtXI4SLHEBNrza7Y_xQkAcp9W-ZZEbjMP=s680-w680-h510,"Apartamentos en venta al norte de Barranquilla en el sector Portal del Genovés, Sunset Boulevard tiene dos torres para un total de 216 apartamentos. Diseñado en construcción tradicional con fachadas en las que predomina el ladrillo a la vista, ubicado en zona campestre, sin tráfico y con fácil acceso a las Carrera 46 y la Carrera 51B, al frente del mejor parque arborizado de Barranquilla, cercano a la Clínica Portoazul, CC Buenavista, CC Viva Barranquilla, Makro, etc.",https://vivienda.conconcreto.com/proyectos/apartamentos-en-venta-barranquilla-sunset-boulevard/,11.0198781,-74.8403976
View Point Apartamentos,"https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_600/https://ospinas.com.co/wp-content/uploads/ospinas-logo-view-point-600x445.png",Villa Campestre,Puerto Colombia,Ospina & cia,"Calle 15b #13-47, Sabanilla Montecarmelo",6013267060,54,189000000,VIS,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/e7f00b44-89f6-4d27-8dfb-5bd2de7afaf8/photos/e7f00b44-89f6-4d27-8dfb-5bd2de7afaf8_1_True_6024330e-3b8e-40b2-876a-ceb27d65f55c.jpg,"A 10 minutos del norte de Barranquilla, Sobre la Carrera 51B, vía principal que conecta a Puerto Colombia con Barranquilla y el resto de municipios del sur del área metropolitana. A 5 minutos de las universidades: U. del Norte, U. Antonio Nariño, U. Libre, U.l Atlántico, U. Sergio Arboleda. A 10 minutos de la Clínica Portoazul. Frente al Centro Comercial Le Champ.",https://ospinas.com.co/portfolio-items/view-point/#,11.0184278,-74.86338959999999
